protein,seq_len,has_annotation,all_sites_safe,any_site_at_risk,max_site_pos,is_long,keep,reason
Q8TET4,914,,,,,False,True,kept
P96830,276,,,,,False,True,kept
Q13231,466,,,,,False,True,kept
P33247,631,,,,,False,True,kept
P30560,424,,,,,False,True,kept
P50454,418,,,,,False,True,kept
Q61503,576,,,,,False,True,kept
Q14145,624,,,,,False,True,kept
O15121,323,,,,,False,True,kept
O77773,1091,False,,,,True,False,dropped: no UniProt annotation
Q7M3D2,280,,,,,False,True,kept
P49654,397,,,,,False,True,kept
P30552,453,,,,,False,True,kept
Q13619,759,,,,,False,True,kept
Q6GI75,256,,,,,False,True,kept
P11086,282,,,,,False,True,kept
Q92993,513,,,,,False,True,kept
P17538,263,,,,,False,True,kept
P28705,463,,,,,False,True,kept
Q9NSY1,1161,True,True,False,180.0,True,True,kept
O14986,540,,,,,False,True,kept
O75747,1486,False,,,,True,False,dropped: no UniProt annotation
O15427,465,,,,,False,True,kept
Q92843,193,,,,,False,True,kept
P56560,520,,,,,False,True,kept
Q9BYP7,1800,True,True,False,294.0,True,True,kept
P24557,533,,,,,False,True,kept
P68106,108,,,,,False,True,kept
P00807,281,,,,,False,True,kept
P62344,524,,,,,False,True,kept
F1LNR9,597,,,,,False,True,kept
P35463,443,,,,,False,True,kept
Q8T8E7,347,,,,,False,True,kept
Q9Y5R2,645,,,,,False,True,kept
P21980,687,,,,,False,True,kept
P52700,290,,,,,False,True,kept
Q9UKV0,1011,,,,,False,True,kept
P11474,423,,,,,False,True,kept
O88533,480,,,,,False,True,kept
Q00961,1237,True,True,False,729.0,True,True,kept
Q9H4B7,451,,,,,False,True,kept
P07099,455,,,,,False,True,kept
P14600,407,,,,,False,True,kept
Q9UHL4,492,,,,,False,True,kept
P25043,261,,,,,False,True,kept
P20231,275,,,,,False,True,kept
P35869,848,,,,,False,True,kept
Q46991,292,,,,,False,True,kept
Q8TD19,979,,,,,False,True,kept
P09936,223,,,,,False,True,kept
Q00266,395,,,,,False,True,kept
P15304,1068,True,False,True,1033.0,True,False,dropped: binding site beyond 1022 aa
P21127,795,,,,,False,True,kept
P20248,432,,,,,False,True,kept
O95352,703,,,,,False,True,kept
O75116,1388,True,True,False,214.0,True,True,kept
Q13233,1512,True,False,True,1369.0,True,False,dropped: binding site beyond 1022 aa
Q14694,798,,,,,False,True,kept
C3SWJ7,264,,,,,False,True,kept
Q9H300,379,,,,,False,True,kept
Q9UNK4,145,,,,,False,True,kept
P31213,254,,,,,False,True,kept
Q9Z2A7,498,,,,,False,True,kept
P37058,310,,,,,False,True,kept
Q9R0C9,223,,,,,False,True,kept
O75469,434,,,,,False,True,kept
P00380,167,,,,,False,True,kept
P11167,492,,,,,False,True,kept
P38624,215,,,,,False,True,kept
P47746,473,,,,,False,True,kept
Q0GMK6,189,,,,,False,True,kept
Q9UM07,663,,,,,False,True,kept
O15528,508,,,,,False,True,kept
Q96RI0,385,,,,,False,True,kept
Q9QXX3,151,,,,,False,True,kept
P34975,380,,,,,False,True,kept
Q86WV6,379,,,,,False,True,kept
P07683,604,,,,,False,True,kept
Q26710,329,,,,,False,True,kept
P00808,307,,,,,False,True,kept
P14061,328,,,,,False,True,kept
Q9NYV4,1490,True,False,True,1040.0,True,False,dropped: binding site beyond 1022 aa
P9WQ77,449,,,,,False,True,kept
P05413,133,,,,,False,True,kept
P32755,393,,,,,False,True,kept
A0A6L8P2U9,487,,,,,False,True,kept
Q80W94,334,,,,,False,True,kept
P51679,360,,,,,False,True,kept
P31650,627,,,,,False,True,kept
P21452,398,,,,,False,True,kept
P19643,520,,,,,False,True,kept
Q61391,750,,,,,False,True,kept
Q8NY00,657,,,,,False,True,kept
P51144,384,,,,,False,True,kept
P17405,631,,,,,False,True,kept
Q63207,482,,,,,False,True,kept
Q00788,371,,,,,False,True,kept
Q8NB78,822,,,,,False,True,kept
Q63704,772,,,,,False,True,kept
Q86Y07,508,,,,,False,True,kept
Q0VTS0,383,,,,,False,True,kept
P53624,667,,,,,False,True,kept
P17655,700,,,,,False,True,kept
Q0VTR6,383,,,,,False,True,kept
Q5MAI5,379,,,,,False,True,kept
P41738,853,,,,,False,True,kept
P48999,674,,,,,False,True,kept
P53985,500,,,,,False,True,kept
O15305,246,,,,,False,True,kept
P09958,794,,,,,False,True,kept
Q9GZR1,1112,True,False,True,1030.0,True,False,dropped: binding site beyond 1022 aa
P14920,347,,,,,False,True,kept
Q9R0N0,392,,,,,False,True,kept
Q07002,474,,,,,False,True,kept
O66465,359,,,,,False,True,kept
P08176,320,,,,,False,True,kept
Q01662,387,,,,,False,True,kept
P42330,323,,,,,False,True,kept
P51677,355,,,,,False,True,kept
P53602,400,,,,,False,True,kept
P00690,511,,,,,False,True,kept
O75582,802,,,,,False,True,kept
O60307,1309,True,True,False,490.0,True,True,kept
O95497,513,,,,,False,True,kept
Q0PJ46,316,,,,,False,True,kept
P51452,185,,,,,False,True,kept
O15164,1050,True,True,False,251.0,True,True,kept
P09210,222,,,,,False,True,kept
Q6AYQ3,472,,,,,False,True,kept
Q0VTR8,383,,,,,False,True,kept
P17599,706,,,,,False,True,kept
P30098,440,,,,,False,True,kept
Q6W9J1,286,,,,,False,True,kept
P25025,360,,,,,False,True,kept
P48775,406,,,,,False,True,kept
P69560,353,,,,,False,True,kept
Q00537,523,,,,,False,True,kept
P62575,1035,True,True,False,663.0,True,True,kept
Q15746,1914,True,False,True,1585.0,True,False,dropped: binding site beyond 1022 aa
Q0GKD7,362,,,,,False,True,kept
Q80Z39,360,,,,,False,True,kept
P70496,1074,False,,,,True,False,dropped: no UniProt annotation
Q14432,1141,True,True,False,1001.0,True,True,kept
P0A0J7,388,,,,,False,True,kept
B8R6A5,312,,,,,False,True,kept
P81721,515,,,,,False,True,kept
Q9H227,469,,,,,False,True,kept
O75365,173,,,,,False,True,kept
P31649,602,,,,,False,True,kept
P30874,369,,,,,False,True,kept
Q7K6A1,449,,,,,False,True,kept
Q9Z2J6,382,,,,,False,True,kept
Q9SEH8,578,,,,,False,True,kept
P03474,466,,,,,False,True,kept
P14174,115,,,,,False,True,kept
P22234,425,,,,,False,True,kept
Q62120,1132,True,True,False,976.0,True,True,kept
Q13489,604,,,,,False,True,kept
O95263,885,,,,,False,True,kept
Q9BV86,223,,,,,False,True,kept
P70699,953,,,,,False,True,kept
Q93096,173,,,,,False,True,kept
Q62928,357,,,,,False,True,kept
P19099,503,,,,,False,True,kept
P00591,450,,,,,False,True,kept
P51683,373,,,,,False,True,kept
P83512,408,,,,,False,True,kept
Q8N884,522,,,,,False,True,kept
Q99986,396,,,,,False,True,kept
Q5J463,269,,,,,False,True,kept
P29371,465,,,,,False,True,kept
P48066,632,,,,,False,True,kept
Q9ULW8,664,,,,,False,True,kept
Q9NR19,701,,,,,False,True,kept
Q5A7N4,207,,,,,False,True,kept
P49138,386,,,,,False,True,kept
P62136,330,,,,,False,True,kept
P80067,462,,,,,False,True,kept
O43174,497,,,,,False,True,kept
Q95WR6,394,,,,,False,True,kept
P0A6G7,207,,,,,False,True,kept
O14815,690,,,,,False,True,kept
Q96K76,1375,True,True,False,503.0,True,True,kept
P20645,277,,,,,False,True,kept
P10323,421,,,,,False,True,kept
P97821,462,,,,,False,True,kept
P35475,653,,,,,False,True,kept
P55786,919,,,,,False,True,kept
Q6ZQW0,407,,,,,False,True,kept
P11799,1906,True,False,True,1574.0,True,False,dropped: binding site beyond 1022 aa
P56726,793,,,,,False,True,kept
Q8TBE9,248,,,,,False,True,kept
P47211,349,,,,,False,True,kept
P33534,380,,,,,False,True,kept
Q96JM7,780,,,,,False,True,kept
Q8R0X7,568,,,,,False,True,kept
P49862,253,,,,,False,True,kept
Q9H9B1,1298,True,False,True,1263.0,True,False,dropped: binding site beyond 1022 aa
Q9BY66,1539,True,True,False,592.0,True,True,kept
O55193,373,,,,,False,True,kept
P11678,715,,,,,False,True,kept
Q6IE76,417,,,,,False,True,kept
Q12974,167,,,,,False,True,kept
Q9NWT6,349,,,,,False,True,kept
P46093,362,,,,,False,True,kept
Q9BXF3,1484,False,,,,True,False,dropped: no UniProt annotation
P21588,576,,,,,False,True,kept
O88634,396,,,,,False,True,kept
P42677,84,,,,,False,True,kept
Q9NYV8,317,,,,,False,True,kept
Q9HC98,313,,,,,False,True,kept
P49682,368,,,,,False,True,kept
Q13393,1074,False,,,,True,False,dropped: no UniProt annotation
P0AD65,633,,,,,False,True,kept
D2SSQ3,283,,,,,False,True,kept
P21589,574,,,,,False,True,kept
Q14004,1512,True,True,False,837.0,True,True,kept
Q6P6C2,394,,,,,False,True,kept
P39051,492,,,,,False,True,kept
P47936,347,,,,,False,True,kept
E1BN64,1115,False,,,,True,False,dropped: no UniProt annotation
Q92570,626,,,,,False,True,kept
P28300,417,,,,,False,True,kept
P54132,1417,True,False,True,1242.0,True,False,dropped: binding site beyond 1022 aa
Q15349,733,,,,,False,True,kept
O00748,559,,,,,False,True,kept
P32307,370,,,,,False,True,kept
Q9WVF6,144,,,,,False,True,kept
Q670S6,296,,,,,False,True,kept
P14646,736,,,,,False,True,kept
P29952,429,,,,,False,True,kept
Q9QZT4,168,,,,,False,True,kept
P0A3M1,286,,,,,False,True,kept
Q9PPP5,223,,,,,False,True,kept
P14384,443,,,,,False,True,kept
O35084,507,,,,,False,True,kept
Q5DUH8,420,,,,,False,True,kept
P30304,524,,,,,False,True,kept
Q9D7Q1,464,,,,,False,True,kept
P49290,716,,,,,False,True,kept
P07382,520,,,,,False,True,kept
O54735,833,,,,,False,True,kept
Q13370,1112,True,True,False,988.0,True,True,kept
O95622,1261,True,False,True,1244.0,True,False,dropped: binding site beyond 1022 aa
O43865,530,,,,,False,True,kept
Q79MP6,246,,,,,False,True,kept
P26993,278,,,,,False,True,kept
P52663,292,,,,,False,True,kept
P10605,339,,,,,False,True,kept
Q14833,912,,,,,False,True,kept
P22734,264,,,,,False,True,kept
P53792,670,,,,,False,True,kept
P47712,749,,,,,False,True,kept
P10635,497,,,,,False,True,kept
Q3SAW3,283,,,,,False,True,kept
Q14534,574,,,,,False,True,kept
P56068,255,,,,,False,True,kept
Q01827,515,,,,,False,True,kept
Q15125,230,,,,,False,True,kept
Q03330,439,,,,,False,True,kept
P56524,1084,True,True,False,803.0,True,True,kept
P40220,137,,,,,False,True,kept
Q3TBT3,378,,,,,False,True,kept
P49652,362,,,,,False,True,kept
P70596,332,,,,,False,True,kept
Q9AR38,536,,,,,False,True,kept
Q9QYN8,445,,,,,False,True,kept
P0DUB6,511,,,,,False,True,kept
O15550,1401,True,False,True,1361.0,True,False,dropped: binding site beyond 1022 aa
Q9XSW7,985,,,,,False,True,kept
O14976,1311,True,True,False,173.0,True,True,kept
P51580,245,,,,,False,True,kept
Q8IVT5,923,,,,,False,True,kept
Q9UQL6,1122,True,True,False,833.0,True,True,kept
Q3S340,466,,,,,False,True,kept
P30969,327,,,,,False,True,kept
Q99572,595,,,,,False,True,kept
P07195,334,,,,,False,True,kept
P39877,138,,,,,False,True,kept
Q9EXV5,291,,,,,False,True,kept
P02769,607,,,,,False,True,kept
P14100,530,,,,,False,True,kept
P08164,272,,,,,False,True,kept
P14900,438,,,,,False,True,kept
B4URF0,453,,,,,False,True,kept
O43603,387,,,,,False,True,kept
O15648,487,,,,,False,True,kept
O76039,960,,,,,False,True,kept
Q8TDU6,330,,,,,False,True,kept
P51160,858,,,,,False,True,kept
P18858,919,,,,,False,True,kept
P40313,264,,,,,False,True,kept
P18584,497,,,,,False,True,kept
P08546,1242,False,,,,True,False,dropped: no UniProt annotation
P15393,499,,,,,False,True,kept
Q62758,406,,,,,False,True,kept
Q9P2K8,1649,True,True,False,848.0,True,True,kept
Q01062,928,,,,,False,True,kept
P46059,708,,,,,False,True,kept
Q8MJW8,360,,,,,False,True,kept
P26639,723,,,,,False,True,kept
Q05469,1076,True,False,True,1024.0,True,False,dropped: binding site beyond 1022 aa
Q2XPY6,291,,,,,False,True,kept
P22909,465,,,,,False,True,kept
Q9Y2K7,1162,True,True,False,675.0,True,True,kept
Q9QXI6,665,,,,,False,True,kept
Q460N5,1801,True,False,True,1371.0,True,False,dropped: binding site beyond 1022 aa
Q6GG09,585,,,,,False,True,kept
Q8RLA6,275,,,,,False,True,kept
Q72874,99,,,,,False,True,kept
Q9D6K9,414,,,,,False,True,kept
P23467,1997,True,False,True,1948.0,True,False,dropped: binding site beyond 1022 aa
P20273,847,,,,,False,True,kept
Q6VAB6,950,,,,,False,True,kept
P34021,878,,,,,False,True,kept
Q53729,716,,,,,False,True,kept
G1FEK8,181,,,,,False,True,kept
Q63644,1369,True,True,False,198.0,True,True,kept
Q9BZ23,570,,,,,False,True,kept
P30547,407,,,,,False,True,kept
P41968,323,,,,,False,True,kept
Q4TVR4,286,,,,,False,True,kept
P33072,418,,,,,False,True,kept
Q8BRU6,517,,,,,False,True,kept
Q07973,514,,,,,False,True,kept
P13051,313,,,,,False,True,kept
Q9UK80,565,,,,,False,True,kept
P32738,640,,,,,False,True,kept
Q8I2J3,570,,,,,False,True,kept
O75908,522,,,,,False,True,kept
P31391,388,,,,,False,True,kept
O94966,1318,True,False,True,1165.0,True,False,dropped: binding site beyond 1022 aa
P13497,986,,,,,False,True,kept
P17712,465,,,,,False,True,kept
Q59487,168,,,,,False,True,kept
P0DPI0,1296,True,False,True,1203.0,True,False,dropped: binding site beyond 1022 aa
P41180,1078,True,True,False,557.0,True,True,kept
P09211,210,,,,,False,True,kept
P54001,534,,,,,False,True,kept
O19175,125,,,,,False,True,kept
P11150,499,,,,,False,True,kept
D3ZFJ0,1102,False,,,,True,False,dropped: no UniProt annotation
Q99714,261,,,,,False,True,kept
Q8N474,314,,,,,False,True,kept
P56528,304,,,,,False,True,kept
P30989,418,,,,,False,True,kept
O42713,556,,,,,False,True,kept
Q27552,521,,,,,False,True,kept
Q81RP3,272,,,,,False,True,kept
Q12908,348,,,,,False,True,kept
P07607,307,,,,,False,True,kept
P16469,663,,,,,False,True,kept
P00592,146,,,,,False,True,kept
P22735,817,,,,,False,True,kept
P05177,516,,,,,False,True,kept
Q96Q04,1460,True,True,False,266.0,True,True,kept
P20789,424,,,,,False,True,kept
Q16581,482,,,,,False,True,kept
Q7ZJM1,288,,,,,False,True,kept
Q64663,595,,,,,False,True,kept
P03468,454,,,,,False,True,kept
P00767,245,,,,,False,True,kept
P97391,137,,,,,False,True,kept
Q9ULZ9,603,,,,,False,True,kept
P49884,596,,,,,False,True,kept
Q02974,298,,,,,False,True,kept
A7L861,574,,,,,False,True,kept
P25024,350,,,,,False,True,kept
Q03145,977,,,,,False,True,kept
P61076,617,,,,,False,True,kept
Q15391,338,,,,,False,True,kept
P30099,510,,,,,False,True,kept
Q6GWS8,286,,,,,False,True,kept
Q96RU2,1077,True,True,False,600.0,True,True,kept
Q94F81,286,,,,,False,True,kept
P18405,259,,,,,False,True,kept
Q00536,496,,,,,False,True,kept
O43683,1085,True,True,False,917.0,True,True,kept
Q05BQ5,628,,,,,False,True,kept
P12530,663,,,,,False,True,kept
P35750,714,,,,,False,True,kept
P05193,381,,,,,False,True,kept
P54289,1103,True,True,False,263.0,True,True,kept
Q2V0Y6,288,,,,,False,True,kept
Q9C0Y4,969,,,,,False,True,kept
P19602,611,,,,,False,True,kept
Q7TSF2,588,,,,,False,True,kept
P60932,273,,,,,False,True,kept
Q07523,353,,,,,False,True,kept
P11387,765,,,,,False,True,kept
Q80Z29,491,,,,,False,True,kept
Q8E1K8,319,,,,,False,True,kept
Q17339,463,,,,,False,True,kept
Q6XV28,470,,,,,False,True,kept
Q8NA19,623,,,,,False,True,kept
Q9XDB3,691,,,,,False,True,kept
Q4E657,485,,,,,False,True,kept
P9WIA1,163,,,,,False,True,kept
Q9Y2T5,361,,,,,False,True,kept
P12657,460,,,,,False,True,kept
O75874,414,,,,,False,True,kept
Q6MGC4,127,,,,,False,True,kept
P93841,401,,,,,False,True,kept
A0QVH7,398,,,,,False,True,kept
O70536,545,,,,,False,True,kept
P03470,453,,,,,False,True,kept
Q91XA9,473,,,,,False,True,kept
O95932,706,,,,,False,True,kept
P09216,737,,,,,False,True,kept
Q9UK32,745,,,,,False,True,kept
P08019,549,,,,,False,True,kept
P00488,732,,,,,False,True,kept
Q11205,350,,,,,False,True,kept
P55072,806,,,,,False,True,kept
P60842,406,,,,,False,True,kept
O15294,1046,True,True,False,935.0,True,True,kept
P23780,647,,,,,False,True,kept
Q9HA82,394,,,,,False,True,kept
P0AD64,286,,,,,False,True,kept
J7IFZ2,165,,,,,False,True,kept
O95749,300,,,,,False,True,kept
Q9UHP3,1055,True,True,False,607.0,True,True,kept
Q99KQ4,491,,,,,False,True,kept
P48735,452,,,,,False,True,kept
Q965D5,432,,,,,False,True,kept
P25044,335,,,,,False,True,kept
P39086,918,,,,,False,True,kept
P17812,591,,,,,False,True,kept
P29353,583,,,,,False,True,kept
P9WIL5,309,,,,,False,True,kept
P16586,855,,,,,False,True,kept
P42785,496,,,,,False,True,kept
Q9BV23,337,,,,,False,True,kept
P18054,663,,,,,False,True,kept
P34884,115,,,,,False,True,kept
P42892,770,,,,,False,True,kept
P45568,398,,,,,False,True,kept
A1ZA98,579,,,,,False,True,kept
P04798,512,,,,,False,True,kept
Q96JB6,756,,,,,False,True,kept
Q9YQ12,99,,,,,False,True,kept
P9WQN9,340,,,,,False,True,kept
Q99683,1374,True,True,False,803.0,True,True,kept
Q9H492,121,,,,,False,True,kept
O95665,410,,,,,False,True,kept
Q97S36,348,,,,,False,True,kept
P26281,159,,,,,False,True,kept
Q04760,184,,,,,False,True,kept
P10210,635,,,,,False,True,kept
P93836,445,,,,,False,True,kept
A0A8I3NDW2,361,,,,,False,True,kept
Q5FVP8,388,,,,,False,True,kept
P09482,622,,,,,False,True,kept
P04406,335,,,,,False,True,kept
P0AEK4,262,,,,,False,True,kept
P38604,731,,,,,False,True,kept
Q02759,663,,,,,False,True,kept
Q9BW60,279,,,,,False,True,kept
O60725,284,,,,,False,True,kept
P08592,770,,,,,False,True,kept
Q99895,268,,,,,False,True,kept
Q9IGQ6,469,,,,,False,True,kept
O14842,300,,,,,False,True,kept
P06988,434,,,,,False,True,kept
P15144,967,,,,,False,True,kept
P32929,405,,,,,False,True,kept
P0A9P4,321,,,,,False,True,kept
O70342,466,,,,,False,True,kept
Q5DUB1,407,,,,,False,True,kept
P04054,148,,,,,False,True,kept
P46663,353,,,,,False,True,kept
Q9K2N0,266,,,,,False,True,kept
P9WNG3,335,,,,,False,True,kept
P94958,379,,,,,False,True,kept
P11940,636,,,,,False,True,kept
P78417,241,,,,,False,True,kept
B6TK44,297,,,,,False,True,kept
Q386D9,1074,False,,,,True,False,dropped: no UniProt annotation
P97629,1025,True,True,False,487.0,True,True,kept
Q5KTC7,362,,,,,False,True,kept
C5IW59,356,,,,,False,True,kept
P06733,434,,,,,False,True,kept
P08170,839,,,,,False,True,kept
O35854,393,,,,,False,True,kept
Q9Y4P1,393,,,,,False,True,kept
Q9HCE7,757,,,,,False,True,kept
A6I4C9,355,,,,,False,True,kept
Q9FBC5,324,,,,,False,True,kept
Q9HBW0,348,,,,,False,True,kept
Q9UKK3,1724,False,,,,True,False,dropped: no UniProt annotation
P51661,386,,,,,False,True,kept
O94925,669,,,,,False,True,kept
Q29550,566,,,,,False,True,kept
Q9Z0Y2,146,,,,,False,True,kept
P61073,352,,,,,False,True,kept
P72355,431,,,,,False,True,kept
P98073,1019,,,,,False,True,kept
Q9Y337,293,,,,,False,True,kept
Q9MYJ9,351,,,,,False,True,kept
Q9EPX4,343,,,,,False,True,kept
Q25615,497,,,,,False,True,kept
P01138,241,,,,,False,True,kept
P25910,249,,,,,False,True,kept
P12268,514,,,,,False,True,kept
P49891,295,,,,,False,True,kept
Q93088,406,,,,,False,True,kept
P0DOF9,469,,,,,False,True,kept
P20142,388,,,,,False,True,kept
P80365,405,,,,,False,True,kept
Q8ZEY1,299,,,,,False,True,kept
P21964,271,,,,,False,True,kept
Q9Y5S2,1711,True,True,False,200.0,True,True,kept
P51635,325,,,,,False,True,kept
P27545,350,,,,,False,True,kept
Q06609,339,,,,,False,True,kept
P47871,477,,,,,False,True,kept
Q9HAU4,748,,,,,False,True,kept
P00563,381,,,,,False,True,kept
Q6ZMG9,384,,,,,False,True,kept
P14060,373,,,,,False,True,kept
Q2LFS1,449,,,,,False,True,kept
P11275,478,,,,,False,True,kept
P15145,963,,,,,False,True,kept
P11889,333,,,,,False,True,kept
Q9WVC6,431,,,,,False,True,kept
P14270,803,,,,,False,True,kept
Q9NZQ7,290,,,,,False,True,kept
P70619,424,,,,,False,True,kept
P0A0H5,117,,,,,False,True,kept
P12104,132,,,,,False,True,kept
Q15046,597,,,,,False,True,kept
B7UUK1,167,,,,,False,True,kept
P54750,535,,,,,False,True,kept
P07141,552,,,,,False,True,kept
Q99436,277,,,,,False,True,kept
P22687,497,,,,,False,True,kept
A9JQL9,287,,,,,False,True,kept
P25929,384,,,,,False,True,kept
Q9NSA0,550,,,,,False,True,kept
Q6DT37,1551,True,True,False,195.0,True,True,kept
O00574,342,,,,,False,True,kept
P29853,1006,,,,,False,True,kept
Q12797,758,,,,,False,True,kept
Q9NWM0,555,,,,,False,True,kept
Q5VT25,1732,True,True,False,201.0,True,True,kept
P20292,161,,,,,False,True,kept
P06734,321,,,,,False,True,kept
P0C0E6,341,,,,,False,True,kept
P36544,502,,,,,False,True,kept
P28593,492,,,,,False,True,kept
P30082,485,,,,,False,True,kept
O14939,933,,,,,False,True,kept
P20417,432,,,,,False,True,kept
P09038,288,,,,,False,True,kept
Q9UPP1,1060,True,True,False,355.0,True,True,kept
Q01970,1234,True,True,False,379.0,True,True,kept
P27544,350,,,,,False,True,kept
P9WNS1,413,,,,,False,True,kept
P54616,258,,,,,False,True,kept
P28494,1148,True,True,False,568.0,True,True,kept
Q07440,172,,,,,False,True,kept
Q13191,982,,,,,False,True,kept
Q63009,353,,,,,False,True,kept
Q9H3N8,390,,,,,False,True,kept
P33261,490,,,,,False,True,kept
Q91WR5,323,,,,,False,True,kept
A0ZX81,286,,,,,False,True,kept
P04303,218,,,,,False,True,kept
Q6Q793,449,,,,,False,True,kept
Q6P2P2,845,,,,,False,True,kept
Q08397,574,,,,,False,True,kept
P29598,432,,,,,False,True,kept
Q5GSR3,331,,,,,False,True,kept
P9WMN3,495,,,,,False,True,kept
Q9Y3R4,380,,,,,False,True,kept
O00625,290,,,,,False,True,kept
O43772,301,,,,,False,True,kept
P31388,436,,,,,False,True,kept
Q9UBR2,303,,,,,False,True,kept
Q01HZ7,428,,,,,False,True,kept
B5DF27,776,,,,,False,True,kept
P03469,470,,,,,False,True,kept
P06762,289,,,,,False,True,kept
A0A6L0XH39,373,,,,,False,True,kept
Q9NR22,394,,,,,False,True,kept
Q8WXR4,1341,True,True,False,156.0,True,True,kept
Q9UIF9,1905,False,,,,True,False,dropped: no UniProt annotation
P30305,580,,,,,False,True,kept
Q75VQ4,469,,,,,False,True,kept
Q9URB4,359,,,,,False,True,kept
P28838,519,,,,,False,True,kept
P12821,1306,True,False,True,1127.0,True,False,dropped: binding site beyond 1022 aa
A5Z252,449,,,,,False,True,kept
Q16881,649,,,,,False,True,kept
Q6WQJ1,1044,True,True,False,524.0,True,True,kept
P31350,389,,,,,False,True,kept
Q8TCC7,542,,,,,False,True,kept
Q6QIY3,1958,False,,,,True,False,dropped: no UniProt annotation
Q8NFI3,743,,,,,False,True,kept
Q9NUW8,608,,,,,False,True,kept
P16610,390,,,,,False,True,kept
P08483,589,,,,,False,True,kept
P21687,382,,,,,False,True,kept
Q8BJ56,486,,,,,False,True,kept
Q9UP65,541,,,,,False,True,kept
Q86W10,505,,,,,False,True,kept
P58215,753,,,,,False,True,kept
P45352,307,,,,,False,True,kept
Q12882,1025,True,True,False,996.0,True,True,kept
P79266,454,,,,,False,True,kept
P9WIS7,553,,,,,False,True,kept
P55157,894,,,,,False,True,kept
Q6PL18,1390,True,True,False,467.0,True,True,kept
Q13951,182,,,,,False,True,kept
Q9UGP5,575,,,,,False,True,kept
P97689,384,,,,,False,True,kept
P00787,339,,,,,False,True,kept
Q9Y6K0,416,,,,,False,True,kept
C4LRQ6,449,,,,,False,True,kept
Q46822,182,,,,,False,True,kept
Q59643,337,,,,,False,True,kept
P14550,325,,,,,False,True,kept
I1U3K2,1801,True,False,True,1249.0,True,False,dropped: binding site beyond 1022 aa
Q9BZ95,1437,False,,,,True,False,dropped: no UniProt annotation
P12004,261,,,,,False,True,kept
O43895,674,,,,,False,True,kept
P24226,469,,,,,False,True,kept
Q9Z1M0,595,,,,,False,True,kept
O60563,726,,,,,False,True,kept
P15309,386,,,,,False,True,kept
Q9UNQ0,655,,,,,False,True,kept
P10632,490,,,,,False,True,kept
Q9HYN5,115,,,,,False,True,kept
Q6H8N0,340,,,,,False,True,kept
P21860,1342,True,True,False,834.0,True,True,kept
Q86VZ5,413,,,,,False,True,kept
O41156,216,,,,,False,True,kept
P30559,389,,,,,False,True,kept
O95136,353,,,,,False,True,kept
P21462,350,,,,,False,True,kept
P47895,512,,,,,False,True,kept
P05362,532,,,,,False,True,kept
P26640,1264,True,True,False,865.0,True,True,kept
P07254,563,,,,,False,True,kept
P32305,448,,,,,False,True,kept
P23743,735,,,,,False,True,kept
Q01558,331,,,,,False,True,kept
P36107,401,,,,,False,True,kept
Q3UR32,397,,,,,False,True,kept
P30968,328,,,,,False,True,kept
Q93T40,256,,,,,False,True,kept
P95200,470,,,,,False,True,kept
P34998,444,,,,,False,True,kept
O35760,227,,,,,False,True,kept
Q2U7N3,909,,,,,False,True,kept
P96618,121,,,,,False,True,kept
Q15858,1988,False,,,,True,False,dropped: no UniProt annotation
P0C869,781,,,,,False,True,kept
P9WHH9,464,,,,,False,True,kept
P04585,1435,True,False,True,1299.0,True,False,dropped: binding site beyond 1022 aa
P30536,169,,,,,False,True,kept
Q9HC62,589,,,,,False,True,kept
Q6ZMT4,941,,,,,False,True,kept
Q9WVG5,500,,,,,False,True,kept
P19328,453,,,,,False,True,kept
Q06210,699,,,,,False,True,kept
Q90YJ9,640,,,,,False,True,kept
Q16548,175,,,,,False,True,kept
Q8WS26,425,,,,,False,True,kept
P03471,469,,,,,False,True,kept
Q924Z4,380,,,,,False,True,kept
P90518,719,,,,,False,True,kept
Q8NHM5,1336,True,True,False,722.0,True,True,kept
P23711,315,,,,,False,True,kept
O60930,286,,,,,False,True,kept
Q16602,461,,,,,False,True,kept
Q9HD36,204,,,,,False,True,kept
P0C5S6,849,,,,,False,True,kept
P49430,533,,,,,False,True,kept
P28063,276,,,,,False,True,kept
P32745,418,,,,,False,True,kept
P16581,610,,,,,False,True,kept
Q9NPI1,651,,,,,False,True,kept
J7HAW4,604,,,,,False,True,kept
O34667,157,,,,,False,True,kept
P41216,699,,,,,False,True,kept
P01112,189,,,,,False,True,kept
O07855,502,,,,,False,True,kept
P20916,626,,,,,False,True,kept
Q43054,505,,,,,False,True,kept
Q921V5,442,,,,,False,True,kept
P46098,478,,,,,False,True,kept
O15228,680,,,,,False,True,kept
P97477,395,,,,,False,True,kept
Q02928,519,,,,,False,True,kept
Q05932,587,,,,,False,True,kept
Q5BJF2,176,,,,,False,True,kept
Q5RJP0,316,,,,,False,True,kept
Q9GZQ8,125,,,,,False,True,kept
P05979,600,,,,,False,True,kept
Q9GPG0,573,,,,,False,True,kept
P50578,325,,,,,False,True,kept
O14519,115,,,,,False,True,kept
P07738,259,,,,,False,True,kept
Q9NPH5,578,,,,,False,True,kept
Q9Y2R2,807,,,,,False,True,kept
Q8P1K1,347,,,,,False,True,kept
O95470,568,,,,,False,True,kept
O61142,690,,,,,False,True,kept
Q10469,447,,,,,False,True,kept
Q8NER1,839,,,,,False,True,kept
Q05941,502,,,,,False,True,kept
